method_id,input_tier,rollout_id,root_family_id,case_id,legacy_reference_status,legacy_expected_action,legacy_action_agreement,selected_action,selected_time,outcome,independent_physical_loss_status,physical_loss_recall,hold_transition_event_count,hold_entry_routes,premature_emergency,premature_retry,premature_recovery,post_window_emergency,unknown_rows,rows
O_C3,O,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,L2RAR2_REPAIR_02_840002,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,26
S_G_H,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,L2RAR2_REPAIR_02_840002,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,HEIGHT_THRESHOLD,False,False,False,False,0,26
S_G_R,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,L2RAR2_REPAIR_02_840002,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,RELATIVE_CO_MOTION,False,False,False,False,0,26
S_G_HR,S,L2RAR2_REPAIR_02_840002:K5_brief_hold_loss,L2RAR2_REPAIR_02_840002,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,LIFT_COUPLED,False,False,False,False,0,26
O_B2,O,L2RAR2_REPAIR_02_840002:K6_long_gap_after_loss,L2RAR2_REPAIR_02_840002,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,44
O_C3,O,L2RAR2_REPAIR_02_840002:K6_long_gap_after_loss,L2RAR2_REPAIR_02_840002,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,44
S_G_H,S,L2RAR2_REPAIR_02_840002:K6_long_gap_after_loss,L2RAR2_REPAIR_02_840002,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,HEIGHT_THRESHOLD,False,False,False,False,0,44
S_G_R,S,L2RAR2_REPAIR_02_840002:K6_long_gap_after_loss,L2RAR2_REPAIR_02_840002,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,RELATIVE_CO_MOTION,False,False,False,False,0,44
S_G_HR,S,L2RAR2_REPAIR_02_840002:K6_long_gap_after_loss,L2RAR2_REPAIR_02_840002,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,LIFT_COUPLED,False,False,False,False,0,44
O_B2,O,L2RAR2_REPAIR_02_840002:K7_commanded_release,L2RAR2_REPAIR_02_840002,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,27
O_C3,O,L2RAR2_REPAIR_02_840002:K7_commanded_release,L2RAR2_REPAIR_02_840002,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,27
S_G_H,S,L2RAR2_REPAIR_02_840002:K7_commanded_release,L2RAR2_REPAIR_02_840002,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,1,HEIGHT_THRESHOLD,False,False,False,False,0,27
S_G_R,S,L2RAR2_REPAIR_02_840002:K7_commanded_release,L2RAR2_REPAIR_02_840002,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,1,RELATIVE_CO_MOTION,False,False,False,False,0,27
S_G_HR,S,L2RAR2_REPAIR_02_840002:K7_commanded_release,L2RAR2_REPAIR_02_840002,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,1,LIFT_COUPLED,False,False,False,False,0,27
O_B2,O,L2RAR2_REPAIR_02_840002:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_02_840002,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,28
O_C3,O,L2RAR2_REPAIR_02_840002:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_02_840002,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,28
S_G_H,S,L2RAR2_REPAIR_02_840002:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_02_840002,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,1,HEIGHT_THRESHOLD,False,False,False,False,0,28
S_G_R,S,L2RAR2_REPAIR_02_840002:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_02_840002,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,28
S_G_HR,S,L2RAR2_REPAIR_02_840002:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_02_840002,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,28
O_B2,O,L2RAR2_REPAIR_03_840003:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_03_840003,K1_hold_request_ends_without_hold,reference_labeled,retry_grasp,CORRECT,retry_grasp,0.45,CORRECT,,,0,,False,False,False,False,0,9
O_C3,O,L2RAR2_REPAIR_03_840003:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_03_840003,K1_hold_request_ends_without_hold,reference_labeled,retry_grasp,CORRECT,retry_grasp,0.45,CORRECT,,,0,,False,False,False,False,0,9
S_G_H,S,L2RAR2_REPAIR_03_840003:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_03_840003,K1_hold_request_ends_without_hold,reference_labeled,retry_grasp,CORRECT,retry_grasp,0.45,CORRECT,,,0,,False,False,False,False,0,9
S_G_R,S,L2RAR2_REPAIR_03_840003:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_03_840003,K1_hold_request_ends_without_hold,reference_labeled,retry_grasp,CORRECT,retry_grasp,0.45,CORRECT,,,0,,False,False,False,False,0,9
S_G_HR,S,L2RAR2_REPAIR_03_840003:K1_hold_request_ends_without_hold,L2RAR2_REPAIR_03_840003,K1_hold_request_ends_without_hold,reference_labeled,retry_grasp,CORRECT,retry_grasp,0.45,CORRECT,,,0,,False,False,False,False,0,9
O_B2,O,L2RAR2_REPAIR_03_840003:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_03_840003,K2_touch_request_completes_without_hold,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,16
O_C3,O,L2RAR2_REPAIR_03_840003:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_03_840003,K2_touch_request_completes_without_hold,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,16
S_G_H,S,L2RAR2_REPAIR_03_840003:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_03_840003,K2_touch_request_completes_without_hold,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,16
S_G_R,S,L2RAR2_REPAIR_03_840003:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_03_840003,K2_touch_request_completes_without_hold,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,16
S_G_HR,S,L2RAR2_REPAIR_03_840003:K2_touch_request_completes_without_hold,L2RAR2_REPAIR_03_840003,K2_touch_request_completes_without_hold,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,16
O_B2,O,L2RAR2_REPAIR_03_840003:K3_normal_hold_pause_resume,L2RAR2_REPAIR_03_840003,K3_normal_hold_pause_resume,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,30
O_C3,O,L2RAR2_REPAIR_03_840003:K3_normal_hold_pause_resume,L2RAR2_REPAIR_03_840003,K3_normal_hold_pause_resume,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,30
S_G_H,S,L2RAR2_REPAIR_03_840003:K3_normal_hold_pause_resume,L2RAR2_REPAIR_03_840003,K3_normal_hold_pause_resume,reference_labeled,none,CORRECT,none,,CORRECT,,,1,HEIGHT_THRESHOLD,False,False,False,False,0,30
S_G_R,S,L2RAR2_REPAIR_03_840003:K3_normal_hold_pause_resume,L2RAR2_REPAIR_03_840003,K3_normal_hold_pause_resume,reference_labeled,none,CORRECT,none,,CORRECT,,,1,RELATIVE_CO_MOTION,False,False,False,False,0,30
S_G_HR,S,L2RAR2_REPAIR_03_840003:K3_normal_hold_pause_resume,L2RAR2_REPAIR_03_840003,K3_normal_hold_pause_resume,reference_labeled,none,CORRECT,none,,CORRECT,,,1,LIFT_COUPLED,False,False,False,False,0,30
O_B2,O,L2RAR2_REPAIR_03_840003:K4_regular_hold_loss,L2RAR2_REPAIR_03_840003,K4_regular_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,28
O_C3,O,L2RAR2_REPAIR_03_840003:K4_regular_hold_loss,L2RAR2_REPAIR_03_840003,K4_regular_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,28
S_G_H,S,L2RAR2_REPAIR_03_840003:K4_regular_hold_loss,L2RAR2_REPAIR_03_840003,K4_regular_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,HEIGHT_THRESHOLD,False,False,False,False,0,28
S_G_R,S,L2RAR2_REPAIR_03_840003:K4_regular_hold_loss,L2RAR2_REPAIR_03_840003,K4_regular_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,RELATIVE_CO_MOTION,False,False,False,False,0,28
S_G_HR,S,L2RAR2_REPAIR_03_840003:K4_regular_hold_loss,L2RAR2_REPAIR_03_840003,K4_regular_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,LIFT_COUPLED,False,False,False,False,0,28
O_B2,O,L2RAR2_REPAIR_03_840003:K5_brief_hold_loss,L2RAR2_REPAIR_03_840003,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,25
O_C3,O,L2RAR2_REPAIR_03_840003:K5_brief_hold_loss,L2RAR2_REPAIR_03_840003,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,25
S_G_H,S,L2RAR2_REPAIR_03_840003:K5_brief_hold_loss,L2RAR2_REPAIR_03_840003,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,HEIGHT_THRESHOLD,False,False,False,False,0,25
S_G_R,S,L2RAR2_REPAIR_03_840003:K5_brief_hold_loss,L2RAR2_REPAIR_03_840003,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,RELATIVE_CO_MOTION,False,False,False,False,0,25
S_G_HR,S,L2RAR2_REPAIR_03_840003:K5_brief_hold_loss,L2RAR2_REPAIR_03_840003,K5_brief_hold_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,LIFT_COUPLED,False,False,False,False,0,25
O_B2,O,L2RAR2_REPAIR_03_840003:K6_long_gap_after_loss,L2RAR2_REPAIR_03_840003,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,43
O_C3,O,L2RAR2_REPAIR_03_840003:K6_long_gap_after_loss,L2RAR2_REPAIR_03_840003,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,0,,False,False,False,False,0,43
S_G_H,S,L2RAR2_REPAIR_03_840003:K6_long_gap_after_loss,L2RAR2_REPAIR_03_840003,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,HEIGHT_THRESHOLD,False,False,False,False,0,43
S_G_R,S,L2RAR2_REPAIR_03_840003:K6_long_gap_after_loss,L2RAR2_REPAIR_03_840003,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,RELATIVE_CO_MOTION,False,False,False,False,0,43
S_G_HR,S,L2RAR2_REPAIR_03_840003:K6_long_gap_after_loss,L2RAR2_REPAIR_03_840003,K6_long_gap_after_loss,reference_labeled,recover_object,MISSED_REQUIRED_ACTION,none,,MISSED_REQUIRED_ACTION,UNRESOLVED,NOT_ESTIMABLE,1,LIFT_COUPLED,False,False,False,False,0,43
O_B2,O,L2RAR2_REPAIR_03_840003:K7_commanded_release,L2RAR2_REPAIR_03_840003,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,26
O_C3,O,L2RAR2_REPAIR_03_840003:K7_commanded_release,L2RAR2_REPAIR_03_840003,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,26
S_G_H,S,L2RAR2_REPAIR_03_840003:K7_commanded_release,L2RAR2_REPAIR_03_840003,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,1,HEIGHT_THRESHOLD,False,False,False,False,0,26
S_G_R,S,L2RAR2_REPAIR_03_840003:K7_commanded_release,L2RAR2_REPAIR_03_840003,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,1,RELATIVE_CO_MOTION,False,False,False,False,0,26
S_G_HR,S,L2RAR2_REPAIR_03_840003:K7_commanded_release,L2RAR2_REPAIR_03_840003,K7_commanded_release,reference_labeled,none,CORRECT,none,,CORRECT,,,1,LIFT_COUPLED,False,False,False,False,0,26
O_B2,O,L2RAR2_REPAIR_03_840003:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_03_840003,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,29
O_C3,O,L2RAR2_REPAIR_03_840003:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_03_840003,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,29
S_G_H,S,L2RAR2_REPAIR_03_840003:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_03_840003,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,1,HEIGHT_THRESHOLD,False,False,False,False,0,29
S_G_R,S,L2RAR2_REPAIR_03_840003:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_03_840003,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,29
S_G_HR,S,L2RAR2_REPAIR_03_840003:K8_acquisition_touch_then_continue,L2RAR2_REPAIR_03_840003,K8_acquisition_touch_then_continue,reference_labeled,none,CORRECT,none,,CORRECT,,,0,,False,False,False,False,0,29
